Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Sugarcane,Crop_Type_Sunflower,Crop_Type_Tomato,Crop_Type_Wheat,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Saline,Soil_Type_Sandy
6.5,22.880307716086797,77.11969228391321,7.192087656590581,70.0,60.0,50.0,46.22066964084259,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,23.595127576996404,76.4048724230036,8.977541223824472,49.5,45.0,38.5,35.54173782774762,22.166666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,21.008517958274457,78.99148204172555,8.16045361479451,60.50000000000001,49.50000000000001,42.0,60.409017300485935,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,17.9931040617731,80.0,11.218215643412542,84.5,66.0,54.0,21.16808510781476,17.041666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,31.023864329677384,68.97613567032262,14.19622379187761,55.0,40.5,35.0,19.58967443616287,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5.5,25.78381281855316,74.21618718144684,11.253079934024557,60.50000000000001,45.0,31.5,18.938083483146137,22.83333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.25,22.979359995918117,77.02064000408188,10.369756781661897,66.0,50.0,36.0,56.7586272822975,44.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.5,22.64733730174388,77.35266269825613,17.532230411643017,84.0,66.0,50.0,81.7336958628666,66.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,27.559213624190832,72.44078637580917,8.20482701233141,71.5,54.0,38.5,43.1965519912551,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,20.063081033666,79.93691896633399,12.371885850107482,65.0,55.0,45.0,64.15341956595356,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.5,24.314995983332967,75.68500401666704,7.633395727349363,63.0,60.0,55.00000000000001,44.21565669031204,59.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,18.75855220005162,80.0,8.010177784673049,60.50000000000001,49.50000000000001,42.0,59.85058795097756,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,25.73777096635813,74.26222903364186,10.162140232869,91.0,72.0,60.0,96.3569823735185,74.33333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,25.73160201811289,74.2683979818871,7.534526624116687,55.0,40.5,35.0,41.18832935815589,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.75,16.289199931358105,80.0,8.542557549649413,55.00000000000001,40.0,27.0,31.90354857265076,35.58333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.75,24.957632569546,75.042367430454,5.133667583476308,50.0,44.0,33.0,31.19999116666845,37.04166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,23.933453097424547,76.06654690257545,11.420026904686276,77.0,60.0,45.0,45.286149316164405,60.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6.5,28.78309542892031,71.2169045710797,10.546270493924384,84.0,66.0,50.0,12.857516174940969,66.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,24.82938152556441,75.17061847443559,14.295887855708909,84.5,66.0,49.50000000000001,69.38457114483057,16.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.25,20.382711653274047,79.61728834672596,9.053816759574838,60.0,50.0,40.0,63.066810251055976,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,27.12560166283791,72.87439833716209,11.780918393126893,71.5,60.50000000000001,54.0,21.07005610586411,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,28.043502622974216,71.95649737702578,8.481533313727414,84.5,66.0,54.0,49.10602887803325,17.041666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,25.154345498409448,74.84565450159056,8.79372922174752,50.0,36.0,30.0,53.09940556448086,33.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.75,19.20062482676022,80.0,11.257347617970776,55.00000000000001,40.0,27.0,58.63200942020471,35.58333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,18.018007172726428,80.0,10.354560426932789,65.0,60.50000000000001,49.50000000000001,45.51784187755193,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,28.865775811788136,71.13422418821186,11.276921538660464,55.00000000000001,40.0,27.0,6.545016768323996,35.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.25,28.87707181746937,71.12292818253063,11.145691811943925,72.0,55.00000000000001,40.0,8.798455703679306,48.70833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,27.846395086725337,72.15360491327466,11.398261894765962,71.5,54.0,38.5,43.23776985960895,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,20.899259456816797,79.1007405431832,10.113565136373335,65.0,55.0,45.0,53.8783255951982,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,22.41111812185271,77.58888187814729,10.685920416640318,49.5,45.0,38.5,38.83770312132896,22.166666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,12.103598011058503,80.0,13.973780262785386,60.50000000000001,49.50000000000001,42.0,13.412587865098889,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,23.112902691840823,76.88709730815918,12.08978194406407,84.5,66.0,54.0,48.93585231470259,17.041666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,25.232146300321983,74.76785369967801,8.280116938640305,65.0,49.5,45.0,55.73872574674247,13.291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6.25,23.433647301066177,76.56635269893383,3.995505367909325,66.0,50.0,36.0,48.71661604362747,44.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,25.50826192647663,74.49173807352336,8.813571158721402,50.0,44.0,33.0,27.759164181216736,37.04166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6.75,25.244611159320087,74.75538884067991,13.060277673898872,55.00000000000001,40.0,27.0,29.736602418215583,35.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.5,23.9944682417946,76.0055317582054,7.827388765935348,66.0,49.50000000000001,35.0,31.8796608393677,25.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,33.719161320920016,66.28083867907998,11.588120709145706,91.0,72.0,55.00000000000001,14.466031449190195,72.66666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,28.968342728128565,71.03165727187144,13.006406957726444,70.0,60.0,50.0,9.006149940248882,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,24.68132139716674,75.31867860283326,9.2384046161468,58.5,55.0,49.50000000000001,31.02764175939789,13.583333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.5,18.518275079316368,80.0,9.12808434683583,77.0,66.0,60.0,74.421793726885,67.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,26.512501797952915,73.48749820204708,10.75897502746425,71.5,54.0,42.0,62.51560455956874,27.916666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.75,32.17584070680144,67.82415929319856,5.093195657679139,50.0,36.0,30.0,14.8402665067148,33.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.5,24.928883020965632,75.07111697903437,16.301382726851557,77.0,60.0,45.0,43.06586353939729,60.66666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,22.26896526178538,77.73103473821462,7.645289186171438,77.0,60.0,45.0,55.71838577322208,60.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6.5,26.65523843693483,73.34476156306516,14.875387256144302,84.0,66.0,50.0,32.11981302856389,66.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.25,27.12293678150452,72.87706321849548,13.257533333509068,78.0,60.0,44.0,72.42803547662358,53.08333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,20.938509429167663,79.06149057083233,16.489631159267624,50.0,40.0,30.0,49.13132172311144,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,25.37919501423981,74.62080498576019,11.978615576774263,54.0,50.0,44.0,31.38542842565868,43.16666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,25.46487078545502,74.53512921454498,15.606655968685182,60.50000000000001,49.50000000000001,42.0,32.46158647624731,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.25,20.23859343130273,79.76140656869727,2.155904687935985,78.0,60.0,48.0,51.32842417062256,54.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,23.773915504051025,76.22608449594898,14.939654261869128,65.0,49.5,45.0,40.50678780844305,13.291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8.0,24.684346023984435,75.31565397601557,9.55036813780306,71.5,55.0,40.5,25.83423272204096,13.916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.5,20.009192101453884,79.99080789854611,14.62704686008794,70.0,66.0,55.00000000000001,96.6032303092554,63.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,15.820453609599674,80.0,11.948287178255324,60.50000000000001,45.0,31.5,30.47803597412584,22.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6.75,26.126687385863548,73.87331261413645,9.242097106017155,60.0,44.0,30.0,24.312239998512396,39.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,24.025664710521674,75.97433528947832,6.617593134958648,84.5,66.0,49.50000000000001,74.79896258209504,16.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,26.952220608084488,73.04777939191551,4.7283557240155005,50.0,40.0,30.0,13.93436546819068,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,26.54030179693576,73.45969820306424,11.527462889841969,54.0,50.0,44.0,23.56182666281356,43.16666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,18.556045016447715,80.0,7.346234541947567,71.5,60.50000000000001,54.0,57.599954516802335,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,32.01682441652555,67.98317558347445,9.55711474585491,71.5,54.0,42.0,16.053424102724325,27.916666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.25,19.74491027623585,80.0,7.206295440594997,60.0,45.0,40.0,32.156027411504546,42.29166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,27.433861457610806,72.5661385423892,9.24316861175311,71.5,55.0,40.5,16.51753562738604,13.916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,23.979747764379603,76.0202522356204,12.473913098747072,50.0,44.0,33.0,36.44995403111997,37.04166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,19.131412067377568,80.0,10.505785257865224,66.0,50.0,36.0,64.94888937915964,44.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.25,18.31473712646606,80.0,13.348386095173494,72.0,55.00000000000001,40.0,57.06692684104393,48.70833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,19.399336782050867,80.0,8.005318504666848,71.5,54.0,38.5,29.353570052615343,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.75,16.69416426285492,80.0,11.04761124548816,45.0,40.0,33.0,37.85404132287357,34.41666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.5,27.71695940336133,72.28304059663867,6.7804618378811,60.50000000000001,49.50000000000001,42.0,10.918310368623525,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,26.21660345709614,73.78339654290386,8.51228142764225,91.0,72.0,60.0,85.62202965756676,74.33333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,24.73509230051649,75.2649076994835,6.767112829988159,55.0,40.5,35.0,50.383838526809456,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.5,28.71910340671008,71.28089659328992,11.910145457915869,77.0,60.0,45.0,10.052430937843614,60.66666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.75,21.075858156351217,78.92414184364878,8.609281461486628,50.0,44.0,33.0,50.357754715086905,37.04166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,28.785736771572388,71.21426322842761,12.79128078146754,66.0,50.0,36.0,8.468884940461558,44.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.25,24.3932256430726,75.6067743569274,12.993824614928762,72.0,55.00000000000001,40.0,38.67539676188863,48.70833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.25,28.65301389556212,71.34698610443787,12.688835675119837,78.0,60.0,44.0,51.65795352678567,53.08333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,27.556178661305715,72.44382133869428,9.605306870249647,55.0,45.0,35.0,10.511631116540942,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.75,23.877964318194216,76.12203568180578,9.896871197461152,45.0,40.0,33.0,39.80476264063762,34.41666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,11.648612267809192,80.0,12.363718105738494,71.5,60.50000000000001,54.0,9.664809329297505,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,32.89858733724111,67.10141266275889,13.39386131907618,65.0,48.0,36.0,13.35670461966632,43.45833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,22.781403985349776,77.21859601465022,13.698008529151164,65.0,49.5,45.0,44.95616167236543,13.291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6.25,28.03812360420189,71.96187639579811,9.235498193467263,66.0,50.0,36.0,12.820880378605848,44.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,20.09943051544576,79.90056948455424,11.127460977215325,50.0,44.0,33.0,47.59932942968836,37.04166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,23.653359151835147,76.34664084816485,11.529498877835614,66.0,50.0,36.0,44.995887725203225,44.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.25,31.717673268042304,68.2823267319577,15.040259948018395,78.0,60.0,44.0,24.53338478318048,53.08333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,28.89965172305767,71.10034827694233,9.34193046878746,50.0,40.0,30.0,4.645734441494478,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,24.273383575956156,75.72661642404384,10.390944851093613,54.0,50.0,44.0,35.651953795767675,43.16666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,17.804626223758895,80.0,12.282621042840413,60.50000000000001,49.50000000000001,42.0,57.191949604767714,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.25,28.43183657111948,71.56816342888052,11.577147668391667,78.0,60.0,48.0,55.9262491297993,54.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,29.435629391240145,70.56437060875986,9.261036024952208,50.0,36.0,30.0,28.33940570718213,33.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.5,21.36019067635105,78.63980932364896,9.324186075646605,60.50000000000001,45.0,31.5,47.09239817225267,22.83333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,23.21283078751328,76.78716921248673,10.634243245240263,65.0,60.50000000000001,49.50000000000001,37.804330551793655,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,23.55196444994618,76.44803555005382,9.442933144794903,55.00000000000001,40.0,27.0,36.11056105720811,35.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.5,21.40444281831713,78.59555718168288,11.533256944540014,66.0,49.50000000000001,35.0,55.72926509624229,25.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,22.100605325891884,77.89939467410812,10.484241108263312,91.0,72.0,55.00000000000001,78.61826522152415,72.66666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.25,21.918644167377213,78.08135583262279,13.643973551336678,60.0,50.0,40.0,67.11134072441953,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,25.617479655000363,74.38252034499963,12.207379161939144,63.0,60.0,55.00000000000001,32.5421109543244,59.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.25,23.10408507217233,76.89591492782768,9.260402077018918,66.0,55.00000000000001,48.0,56.8362278885184,49.29166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,22.32003634316232,77.67996365683769,9.677545847033116,91.0,72.0,60.0,77.4994232487164,74.33333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.75,25.187802337099058,74.81219766290094,8.69552613677627,55.00000000000001,40.0,27.0,27.366716282588943,35.58333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.5,20.117831654056346,79.88216834594365,10.999366170826612,55.0,49.50000000000001,38.5,57.958392571269385,23.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,29.035190716431146,70.96480928356885,13.40143850098561,71.5,55.0,40.5,4.845103734419687,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.5,29.272721205329898,70.7272787946701,16.067824663318113,84.0,66.0,50.0,5.666071349213376,66.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,21.57786049305619,78.42213950694381,8.00303327304737,84.5,66.0,49.50000000000001,44.965509334999865,16.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,19.368226759552407,80.0,8.934306919434169,50.0,40.0,30.0,55.88082467006321,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,22.046854282652863,77.95314571734713,14.482812509490277,63.0,60.0,55.00000000000001,70.92588715304817,59.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,33.204324954395226,66.79567504560478,8.797765239513545,91.0,72.0,60.0,18.66531563441767,74.33333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,26.683046263293704,73.3169537367063,14.289883560369034,55.0,40.5,35.0,42.146629120786855,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8.0,23.78048179705944,76.21951820294056,11.745014628882815,71.5,55.0,40.5,35.77360713200447,13.916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,28.36322556023513,71.63677443976488,12.001815976596504,71.5,55.0,40.5,9.743116080152962,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.25,27.137981597202867,72.86201840279713,4.370746457780446,72.0,55.00000000000001,40.0,16.890763697522274,48.70833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,27.36217451487969,72.63782548512032,13.347687988507596,84.5,66.0,49.50000000000001,58.71470904999083,16.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,29.11730113199248,70.88269886800752,9.607114051129823,50.0,40.0,30.0,4.305967388501234,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,22.370880480751563,77.62911951924843,7.102832010379667,58.5,55.0,49.50000000000001,47.398261266308815,13.583333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.25,23.719056517100867,76.28094348289913,4.838007353942065,78.0,60.0,48.0,65.81344790730273,54.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,27.213314829113656,72.78668517088634,14.33381195007918,70.0,54.0,50.0,62.44873421441434,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5.5,23.8914693638271,76.1085306361729,10.633842407789825,60.50000000000001,45.0,31.5,39.39070546023587,22.83333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,24.066989274405035,75.93301072559497,14.183959560984366,55.0,49.50000000000001,38.5,28.67410313302175,23.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,28.81780895801551,71.18219104198448,9.633369554458303,77.0,60.0,45.0,10.196323881459696,60.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8.0,22.26140582851759,77.73859417148242,10.2291267661077,78.0,60.50000000000001,45.0,48.39792226268839,15.291666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,18.443991003440985,80.0,5.881962700866791,55.0,45.0,35.0,48.72936512836127,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,22.891201924041507,77.10879807595849,5.49038572182324,60.50000000000001,49.50000000000001,42.0,43.15856828763268,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,24.40451872588135,75.59548127411865,8.108334201416033,84.5,66.0,54.0,56.83483712744869,17.041666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.25,26.066196264601544,73.93380373539846,18.06449001219507,60.0,45.0,40.0,62.35795426370564,42.29166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,24.522335464622312,75.47766453537768,8.982560092207338,65.0,60.50000000000001,49.50000000000001,28.13613567323102,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,29.838735991071708,70.1612640089283,11.850889535946044,55.00000000000001,40.0,27.0,0.9236735609951198,35.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.75,23.231117957597554,76.76888204240245,8.624025981920447,60.0,44.0,30.0,46.38221325054106,39.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
